panel,panel_title,metric,metric_label,method,method_label,source_variant,value,source_file,tier,task,seed,run_id,unit,config
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.314382,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R003,alanine_transport__alphaL_to_PII__pnedb__R003__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.321251,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R004,alanine_transport__alphaL_to_PII__pnedb__R004__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.307244,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R005,alanine_transport__alphaL_to_PII__pnedb__R005__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.228352,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R001,alanine_transport__alphaL_to_PII__short_remd_mbar__R001__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.241115,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R002,alanine_transport__alphaL_to_PII__short_remd_mbar__R002__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.245601,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R003,alanine_transport__alphaL_to_PII__short_remd_mbar__R003__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.216353,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R004,alanine_transport__alphaL_to_PII__short_remd_mbar__R004__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.227913,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaL_to_PII,R005,alanine_transport__alphaL_to_PII__short_remd_mbar__R005__default,probability,configs/experiments/alanine_transport/alphaL_to_PII/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,deterministic,Deterministic,deterministic,0.056351,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R001,alanine_transport__PII_to_alphaL__deterministic__R001__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/deterministic.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,deterministic,Deterministic,deterministic,0.063652,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R002,alanine_transport__PII_to_alphaL__deterministic__R002__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/deterministic.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,deterministic,Deterministic,deterministic,0.050098,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R003,alanine_transport__PII_to_alphaL__deterministic__R003__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/deterministic.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,deterministic,Deterministic,deterministic,0.018844,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R004,alanine_transport__PII_to_alphaL__deterministic__R004__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/deterministic.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,deterministic,Deterministic,deterministic,0.027456,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R005,alanine_transport__PII_to_alphaL__deterministic__R005__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/deterministic.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,fixed_noise,Fixed noise,fixed_noise,0.131921,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R001,alanine_transport__PII_to_alphaL__fixed_noise__R001__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/fixed_noise.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,fixed_noise,Fixed noise,fixed_noise,0.146331,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R002,alanine_transport__PII_to_alphaL__fixed_noise__R002__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/fixed_noise.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,fixed_noise,Fixed noise,fixed_noise,0.12826,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R003,alanine_transport__PII_to_alphaL__fixed_noise__R003__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/fixed_noise.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,fixed_noise,Fixed noise,fixed_noise,0.129605,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R004,alanine_transport__PII_to_alphaL__fixed_noise__R004__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/fixed_noise.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,fixed_noise,Fixed noise,fixed_noise,0.135949,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R005,alanine_transport__PII_to_alphaL__fixed_noise__R005__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/fixed_noise.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.303187,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R001,alanine_transport__PII_to_alphaL__pnedb__R001__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.298125,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R002,alanine_transport__PII_to_alphaL__pnedb__R002__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.298487,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R003,alanine_transport__PII_to_alphaL__pnedb__R003__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.292247,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R004,alanine_transport__PII_to_alphaL__pnedb__R004__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,noisde,NoiSDE,pnedb,0.300686,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R005,alanine_transport__PII_to_alphaL__pnedb__R005__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/pnedb.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.215795,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R001,alanine_transport__PII_to_alphaL__short_remd_mbar__R001__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.258944,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R002,alanine_transport__PII_to_alphaL__short_remd_mbar__R002__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.204206,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R003,alanine_transport__PII_to_alphaL__short_remd_mbar__R003__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.205211,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R004,alanine_transport__PII_to_alphaL__short_remd_mbar__R004__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/short_remd_mbar.yaml
B,Alanine transport,A_swap,$A_{\mathrm{swap}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.213917,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaL,R005,alanine_transport__PII_to_alphaL__short_remd_mbar__R005__default,probability,configs/experiments/alanine_transport/PII_to_alphaL/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.04553,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R001,alanine_transport__alphaR_to_PII__deterministic__R001__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.047943,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R002,alanine_transport__alphaR_to_PII__deterministic__R002__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.050149,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R003,alanine_transport__alphaR_to_PII__deterministic__R003__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.052622,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R004,alanine_transport__alphaR_to_PII__deterministic__R004__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.051766,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R005,alanine_transport__alphaR_to_PII__deterministic__R005__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.183251,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R001,alanine_transport__alphaR_to_PII__fixed_noise__R001__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.168159,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R002,alanine_transport__alphaR_to_PII__fixed_noise__R002__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.165893,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R003,alanine_transport__alphaR_to_PII__fixed_noise__R003__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.169789,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R004,alanine_transport__alphaR_to_PII__fixed_noise__R004__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.180023,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R005,alanine_transport__alphaR_to_PII__fixed_noise__R005__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.03468,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R001,alanine_transport__alphaR_to_PII__pnedb__R001__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.025906,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R002,alanine_transport__alphaR_to_PII__pnedb__R002__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.039435,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R003,alanine_transport__alphaR_to_PII__pnedb__R003__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.053932,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R004,alanine_transport__alphaR_to_PII__pnedb__R004__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.036077,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R005,alanine_transport__alphaR_to_PII__pnedb__R005__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.055372,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R001,alanine_transport__alphaR_to_PII__short_remd_mbar__R001__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.082671,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R002,alanine_transport__alphaR_to_PII__short_remd_mbar__R002__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.068545,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R003,alanine_transport__alphaR_to_PII__short_remd_mbar__R003__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.060793,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R004,alanine_transport__alphaR_to_PII__short_remd_mbar__R004__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.077279,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,alphaR_to_PII,R005,alanine_transport__alphaR_to_PII__short_remd_mbar__R005__default,fraction,configs/experiments/alanine_transport/alphaR_to_PII/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.056408,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R001,alanine_transport__PII_to_alphaR__deterministic__R001__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.032172,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R002,alanine_transport__PII_to_alphaR__deterministic__R002__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.057633,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R003,alanine_transport__PII_to_alphaR__deterministic__R003__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.062751,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R004,alanine_transport__PII_to_alphaR__deterministic__R004__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.057898,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R005,alanine_transport__PII_to_alphaR__deterministic__R005__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.164255,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R001,alanine_transport__PII_to_alphaR__fixed_noise__R001__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.173055,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R002,alanine_transport__PII_to_alphaR__fixed_noise__R002__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.176825,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R003,alanine_transport__PII_to_alphaR__fixed_noise__R003__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.171391,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R004,alanine_transport__PII_to_alphaR__fixed_noise__R004__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.174106,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R005,alanine_transport__PII_to_alphaR__fixed_noise__R005__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.040558,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R001,alanine_transport__PII_to_alphaR__pnedb__R001__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.032248,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R002,alanine_transport__PII_to_alphaR__pnedb__R002__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.041169,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R003,alanine_transport__PII_to_alphaR__pnedb__R003__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.053917,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R004,alanine_transport__PII_to_alphaR__pnedb__R004__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.032114,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R005,alanine_transport__PII_to_alphaR__pnedb__R005__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.067608,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R001,alanine_transport__PII_to_alphaR__short_remd_mbar__R001__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.071539,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R002,alanine_transport__PII_to_alphaR__short_remd_mbar__R002__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.05186,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R003,alanine_transport__PII_to_alphaR__short_remd_mbar__R003__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.077997,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R004,alanine_transport__PII_to_alphaR__short_remd_mbar__R004__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,short_remd_mbar,Short REMD/MBAR,short_remd_mbar,0.064733,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,PII_to_alphaR,R005,alanine_transport__PII_to_alphaR__short_remd_mbar__R005__default,fraction,configs/experiments/alanine_transport/PII_to_alphaR/short_remd_mbar.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.045721,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R001,alanine_transport__beta_to_alphaL__deterministic__R001__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.045624,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R002,alanine_transport__beta_to_alphaL__deterministic__R002__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.057258,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R003,alanine_transport__beta_to_alphaL__deterministic__R003__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.058523,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R004,alanine_transport__beta_to_alphaL__deterministic__R004__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,deterministic,Deterministic,deterministic,0.053916,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R005,alanine_transport__beta_to_alphaL__deterministic__R005__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/deterministic.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.191552,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R001,alanine_transport__beta_to_alphaL__fixed_noise__R001__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.196076,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R002,alanine_transport__beta_to_alphaL__fixed_noise__R002__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.179794,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R003,alanine_transport__beta_to_alphaL__fixed_noise__R003__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.177095,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R004,alanine_transport__beta_to_alphaL__fixed_noise__R004__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,fixed_noise,Fixed noise,fixed_noise,0.183368,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R005,alanine_transport__beta_to_alphaL__fixed_noise__R005__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/fixed_noise.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.040166,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R001,alanine_transport__beta_to_alphaL__pnedb__R001__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.044943,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R002,alanine_transport__beta_to_alphaL__pnedb__R002__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.042146,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R003,alanine_transport__beta_to_alphaL__pnedb__R003__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.045091,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R004,alanine_transport__beta_to_alphaL__pnedb__R004__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/pnedb.yaml
B,Alanine transport,R_high_E,$R_{\mathrm{high\!-\!E}}$,noisde,NoiSDE,pnedb,0.048139,data/processed/seed_level/alanine_transport_results.csv,alanine_transport,beta_to_alphaL,R005,alanine_transport__beta_to_alphaL__pnedb__R005__default,fraction,configs/experiments/alanine_transport/beta_to_alphaL/pnedb.yaml
