panel,observable,group,group_label,bin_left,bin_right,bin_center,count,density,total_count,in_range_count
A,chi2_contribution,utility,utility-selected,1.7142857142857142,1.7678571428571428,1.7410714285714284,172,0.16053333333333336,20000,19999
A,chi2_contribution,utility,utility-selected,1.7678571428571428,1.8214285714285714,1.7946428571428572,175,0.16333333333333336,20000,19999
A,chi2_contribution,utility,utility-selected,1.8214285714285714,1.875,1.8482142857142856,160,0.14933333333333335,20000,19999
A,chi2_contribution,utility,utility-selected,1.875,1.9285714285714284,1.9017857142857142,117,0.1092,20000,19999
A,chi2_contribution,utility,utility-selected,1.9285714285714284,1.982142857142857,1.9553571428571428,84,0.07840000000000001,20000,19999
A,chi2_contribution,utility,utility-selected,1.982142857142857,2.0357142857142856,2.008928571428571,97,0.09053333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,2.0357142857142856,2.089285714285714,2.0625,73,0.06813333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,2.089285714285714,2.142857142857143,2.1160714285714284,77,0.07186666666666668,20000,19999
A,chi2_contribution,utility,utility-selected,2.142857142857143,2.196428571428571,2.1696428571428568,67,0.06253333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,2.196428571428571,2.25,2.2232142857142856,59,0.055066666666666673,20000,19999
A,chi2_contribution,utility,utility-selected,2.25,2.3035714285714284,2.2767857142857144,51,0.0476,20000,19999
A,chi2_contribution,utility,utility-selected,2.3035714285714284,2.357142857142857,2.330357142857143,37,0.03453333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,2.357142857142857,2.4107142857142856,2.383928571428571,28,0.026133333333333335,20000,19999
A,chi2_contribution,utility,utility-selected,2.4107142857142856,2.464285714285714,2.4375,37,0.03453333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,2.464285714285714,2.517857142857143,2.4910714285714284,28,0.026133333333333335,20000,19999
A,chi2_contribution,utility,utility-selected,2.517857142857143,2.571428571428571,2.5446428571428568,23,0.02146666666666667,20000,19999
A,chi2_contribution,utility,utility-selected,2.571428571428571,2.625,2.5982142857142856,24,0.022400000000000003,20000,19999
A,chi2_contribution,utility,utility-selected,2.625,2.6785714285714284,2.6517857142857144,20,0.018666666666666668,20000,19999
A,chi2_contribution,utility,utility-selected,2.6785714285714284,2.732142857142857,2.705357142857143,17,0.015866666666666668,20000,19999
A,chi2_contribution,utility,utility-selected,2.732142857142857,2.7857142857142856,2.758928571428571,13,0.012133333333333335,20000,19999
A,chi2_contribution,utility,utility-selected,2.7857142857142856,2.839285714285714,2.8125,14,0.013066666666666667,20000,19999
A,chi2_contribution,utility,utility-selected,2.839285714285714,2.892857142857143,2.8660714285714284,16,0.014933333333333335,20000,19999
A,chi2_contribution,utility,utility-selected,2.892857142857143,2.946428571428571,2.9196428571428568,12,0.011200000000000002,20000,19999
A,chi2_contribution,utility,utility-selected,2.946428571428571,3.0,2.9732142857142856,6,0.005600000000000001,20000,19999
A,chi2_contribution,utility,utility-selected,3.0,3.0535714285714284,3.0267857142857144,7,0.006533333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,3.0535714285714284,3.1071428571428568,3.0803571428571423,12,0.011200000000000002,20000,19999
A,chi2_contribution,utility,utility-selected,3.1071428571428568,3.1607142857142856,3.133928571428571,9,0.008400000000000001,20000,19999
A,chi2_contribution,utility,utility-selected,3.1607142857142856,3.214285714285714,3.1875,6,0.005600000000000001,20000,19999
A,chi2_contribution,utility,utility-selected,3.214285714285714,3.267857142857143,3.2410714285714284,7,0.006533333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,3.267857142857143,3.321428571428571,3.2946428571428568,1,0.0009333333333333334,20000,19999
A,chi2_contribution,utility,utility-selected,3.321428571428571,3.375,3.3482142857142856,5,0.004666666666666667,20000,19999
