tier,task,variant,seed,run_id,config
appendix_reinforce,T1_double_well,reinforce,R001,appendix_reinforce__T1_double_well__reinforce__R001__default,configs/experiments/appendix_reinforce/T1_double_well/reinforce.yaml
appendix_reinforce,T1_double_well,reinforce,R002,appendix_reinforce__T1_double_well__reinforce__R002__default,configs/experiments/appendix_reinforce/T1_double_well/reinforce.yaml
appendix_reinforce,T1_double_well,reinforce,R003,appendix_reinforce__T1_double_well__reinforce__R003__default,configs/experiments/appendix_reinforce/T1_double_well/reinforce.yaml
appendix_reinforce,T1_double_well,pathwise,R001,appendix_reinforce__T1_double_well__pathwise__R001__default,configs/experiments/appendix_reinforce/T1_double_well/pathwise.yaml
appendix_reinforce,T1_double_well,pathwise,R002,appendix_reinforce__T1_double_well__pathwise__R002__default,configs/experiments/appendix_reinforce/T1_double_well/pathwise.yaml
appendix_reinforce,T1_double_well,pathwise,R003,appendix_reinforce__T1_double_well__pathwise__R003__default,configs/experiments/appendix_reinforce/T1_double_well/pathwise.yaml
