tier,task,variant,seed,run_id,metric,value,unit,config,checkpoint_id,sigma_value,hutchinson_M,same_chi2_decile_id,is_chi2_opt,is_utility_opt,metric_scope
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,D_E,0.2998153,dimensionless,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,ESS,129.02527,samples,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,ESS_N,0.12902527,fraction,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,R_high_E,0.051274456,fraction,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,Ubar,0.27949458,normalized_unit,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,Var_w,8.2877846,dimensionless,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,chi2,7.1703035,dimensionless,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,ess_chi2_predicted,0.12239447,fraction,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,deterministic,R010,toy_sampling__T1_double_well__deterministic__R010,ess_chi2_relative_error_pct,5.1391446,percent,configs/experiments/toy_sampling/T1_double_well/deterministic.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,A_swap,0.27412474,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,C_mode,0.7277984,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,D_E,0.19877702,dimensionless,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,ESS,239.04802,samples,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,ESS_N,0.23904802,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,R_high_E,0.16296732,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,Ubar,0.49851793,normalized_unit,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,Var_w,3.9661406,dimensionless,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,chi2,3.392354,dimensionless,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,ess_chi2_predicted,0.22766835,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R001,toy_sampling__T1_double_well__fixed_noise__R001,ess_chi2_relative_error_pct,4.7604111,percent,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R002,toy_sampling__T1_double_well__fixed_noise__R002,A_swap,0.24066215,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R002,toy_sampling__T1_double_well__fixed_noise__R002,C_mode,0.71583619,fraction,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
toy_sampling,T1_double_well,fixed_noise,R002,toy_sampling__T1_double_well__fixed_noise__R002,D_E,0.18854054,dimensionless,configs/experiments/toy_sampling/T1_double_well/fixed_noise.yaml,,,,,,,tier1_toy_benchmark
