tier,task,variant,seed,run_id,metric,value,unit,config,checkpoint_id,sigma_value,hutchinson_M,same_chi2_decile_id,is_chi2_opt,is_utility_opt
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.044044,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_039,0.234,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.981204,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_039,0.234,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.234,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_039,0.234,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.012707,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_039,0.234,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.679754,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.880536,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.42138,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.048858,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.970534,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.24,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.012375,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_040,0.24,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.696538,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.895809,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.430996,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.038676,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.96745,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.246,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.01297,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_041,0.246,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.724225,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.907656,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.438106,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.038773,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.973745,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.252,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.015371,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_042,0.252,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.729446,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.923758,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.448616,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.046027,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.978603,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.258,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.011216,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_043,0.258,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.737272,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.930607,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.461225,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.044491,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.964067,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.264,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.010535,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_044,0.264,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.756154,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.949165,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.463998,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.041862,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.960912,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.27,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.014484,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_045,0.27,,D01,TRUE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.763333,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.956338,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.478258,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.044592,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.963224,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.276,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.010806,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_046,0.276,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.782689,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.967136,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.490489,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.044347,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.963462,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.282,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.013383,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_047,0.282,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.792937,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.981278,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.493485,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.042513,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.982307,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.288,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.013019,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_048,0.288,,D03,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.805871,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.982472,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.500434,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.039943,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.967513,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.294,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.011781,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_049,0.294,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.823595,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.984691,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.506716,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.042074,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.972252,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.3,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.012508,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_050,0.3,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.844324,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.996242,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.519477,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.051807,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.970134,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.306,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.011966,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_051,0.306,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.850846,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.998834,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.520384,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.050175,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.974727,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.312,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.015499,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_052,0.312,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.869413,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.999,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.527441,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.045655,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,chi2,0.971713,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,sigma_value,0.318,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,checkpoint_se_U,0.012412,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_053,0.318,,D02,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,U_normalized,0.880636,dimensionless,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_054,0.324,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,C_mode,0.999,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_054,0.324,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,A_swap,0.531503,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_054,0.324,,D01,FALSE,FALSE
chi2_demarcation,T2_four_well,sigma_sweep,R005,chi2_demarcation_dense__T2_four_well__sigma_sweep__R005,R_high_E,0.05463,fraction,configs/experiments/chi2_demarcation/T2_four_well/sigma_sweep.yaml,dense_054,0.324,,D01,FALSE,FALSE
